Raza,Foto,Acerca de,Especificidades de la raza,Información clave,Tamaño
Setter irlandés rojo y blanco,https://cdn.royalcanin-weshare-online.io/fvrQsmoBIYfdNSoCVxjf/v1/bd221bl-hub-irish-red-and-white-setter-adult-standing?w=320&fm=jpg&auto=compress,"Aunque puede ser un perro de compañía cariñoso, el setter irlandés rojo y blanco se cría esencialmente como perro de caza. Aunque se le reconoce por su belleza, se les conoce principalmente en un entorno de trabajo. Esta raza aristocrática es alegre y despierta, de naturaleza amable y afable que facilita su educación, aunque fundamentalmente es un perro obstinado muy vigoroso. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 11–15 años Personalidad: Cariñoso / Alerta / Afable / Seguro / Entusiasta / Alegre / Dócil / Inteligente, - Requiere mucho entrenamiento - Necesita mucho ejercicio - Requiere espacio exterior,M (11-25 kg)
Shar Pei,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"Con arrugas en la cabeza y por todo el cuerpo, orejas pequeñas y un hocico que recuerda al de un hipopótamo, el Shar Pei es un perro curioso.  A pesar de ser muy leal con su propietario, puede ser bastante reservado con los desconocidos y su instinto lo lleva a proteger su hogar y su familia. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: China Categoría de tamaño: Mediano Esperanza de vida promedio: 9–11 años Personalidad: Alegre / Tranquilo / Independiente / Leal / Cariñoso, - Necesita cuidados moderados - Necesita un entrenamiento moderado - Un gran perro guardián,M (11-25 kg)
Shikoku,https://cdn.royalcanin-weshare-online.io/Qfowx2oBIYfdNSoCBRnR/v1/bd104bl-hub-shikoku-adult-standing?w=320&fm=jpg&auto=compress,"El Shikoku es famoso por su resistencia, sentidos muy desarrollados y su energía. Es un cazador apasionado, pero dócil con su dueño. Es lo suficientemente tenaz y ágil como para perseguir grandes presas. Su capa interior de pelo densa y suave y su capa externa corta, áspera y lisa están diseñadas para protegerlo del clima de las montañas de Japón. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Seguro / Alerta / Seguro / Inteligente / Leal / Sociable, - Necesita mucho ejercicio - Disfruta del entrenamiento - Necesita un dueño con experiencia,M (11-25 kg)
Sloughi,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"Este perro norteafricano tiene instinto cazador y una gran resistencia física. El Sloughi existe en el Magreb desde hace siglos y, hoy en día, la mayoría de ejemplares están en Marruecos, país titular del estándar. Este sabueso de pelaje suave es elegante y está dotado para correr, no solo por su actitud, sino también por su magra musculatura y sus finas líneas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Marruecos Categoría de tamaño: Mediano Esperanza de vida promedio: 12–16 años Personalidad: Cariñoso / Seguro / Dócil / Independiente / Inteligente / Leal / Sociable, - Necesita cuidados moderados - La educación deberá comenzar pronto - Necesita mucho ejercicio,M (11-25 kg)
Spaniel azul de Picardía,https://cdn.royalcanin-weshare-online.io/QCI9x2oBaxEApS7LNByP/v1/bd148bl-hub-blue-picardy-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Este spaniel francés, pequeño pero hermoso, es famoso por su resistencia, que le permite soportar climas extremos, además de su nariz fina, posición firme y cumplimiento innato. El spaniel azul de Picardía tiene un carácter amable, resultando fácil de educar con relativa rapidez Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–13 años Personalidad: Cariñoso / Afable / Dócil / Inteligente / Leal / Obediente / Tranquilo / Equilibrado / Sociable, - Disfruta del entrenamiento - Un gran perro para una familia - Requiere espacio exterior,M (11-25 kg)
Spaniel bretón,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"El spaniel bretón es de constitución fuerte aunque armonioso y elegante Es un perro despierto, alegre e inteligente.  El spaniel bretón tiene todas las cualidades de la familia de los pointers: seguimiento notable, marcha, nariz, alcance, espontaneidad, duración de la señalización y el cobro, así como una aptitud natural para el entrenamiento. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–13 años Personalidad: Adaptable / Sociable / Inteligente / Cariñoso / Equilibrado / Alegre, - Un gran perro para una familia - Necesita poco entrenamiento - Necesita mucho ejercicio físico y mental,M (11-25 kg)
Spaniel de Pont-Audemer,https://cdn.royalcanin-weshare-online.io/xmnusmoBG95Xk-RBY_bq/v1/bd273bl-hub-pont-audemer-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Esta raza tiene un aspecto distintivo, gracias a su característico pelo rizado. Lamentablemente, esto no ha impedido que la raza sea muy poco común, al igual que uno de sus antepasados, el perro de agua irlandés. Esta raza se encuentra últimamente en peligro de extinción. Estos perros cariñosos, dóciles y pacientes con los niños y otros animales, además de ser expertos cazadores, son conocidos por ser mascotas de familia amorosas y juguetonas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Cariñoso / Dócil / Fuerte, - Disfruta del entrenamiento - Requiere espacio exterior - Necesita mucho ejercicio,M (11-25 kg)
Spaniel Francés,https://cdn.royalcanin-weshare-online.io/AvpuwWoBIYfdNSoC4Rkl/v1/bd195bl-hub-french-spaniel-adult-sitting?w=320&fm=jpg&auto=compress,"Equilibrado, franco, tranquilo y dócil, al Spaniel Francés le gusta la caza, es sociable con otros perros y es el compañero ideal en cualquier circunstancia. Los perros de esta raza de tamaño mediano son elegantes y musculosos, con cuerpos bien proporcionados que exudan la energía y la resistencia adecuadas. De huesos fuertes, pero no pesado. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Seguro / Dócil / Inteligente / Leal / Fuerte / Sociable, - Necesita cuidados moderados - Necesita poco entrenamiento - Un gran perro deportivo,M (11-25 kg)
Spitz Alemán,https://cdn.royalcanin-weshare-online.io/PyI8x2oBaxEApS7LgxzL/v1/bd120bl-hub-german-spitz-adult-standing?w=320&fm=jpg&auto=compress,"El Spitz Alemán es el ancestro de la mayoría de las razas tipo spitz reconocidas hoy en día. Su hermoso pelaje con abundante capa inferior es uno de sus principales atractivos, especialmente el cuello, que adopta forma de melena, y su espesa cola. Las cinco variedades de Spitz Alemán se conocen independientemente como Toy Spitz, Miniature Spitz, Medium Spitz, Giant Spitz y Wolfspitz. En los países de habla no germana, a los Wolfspitz se los conoce como Keeshond y a los Toy Spitz, como Pomerania. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 13–16 años Personalidad: Cariñoso / Alegre / Leal / Alerta / Seguro / Fuerte, - Requiere muchos cuidados -   -  - Necesita poco entrenamiento - Un gran perro guardián,M (11-25 kg)
Spitz de Norrbotten,https://cdn.royalcanin-weshare-online.io/qmnasmoBG95Xk-RBkvYv/v1/bd251bl-hub-norrbottenspitz-adult-standing?w=320&fm=jpg&auto=compress,"Como perro de caza, el Spitz de Norrbotten debe ser muy atento y valiente, por lo que da la impresión de ser un animal alerta y activo, a la vez que amistoso y seguro de sí mismo. Sería extraño que un Spitz de Norrbotten se mostrase nervioso o tímido. Cuando los precios de la piel bajaron drásticamente después de la Segunda Guerra Mundial, también lo hizo el interés por los Spitz de Norrbotten. La raza se desvaneció y no hubo registros de ella durante muchos años; por esta razón, el Swedish Kennel Club (SKK) lo declaró extinto. Pero solo una década más tarde, llegaron noticias de que se habían encontrado algunos especímenes que respondían a las características de la raza y que vivían como mascotas y perros guardianes en granjas pequeñas en el interior del norte de Botnia. Gracias a la dedicación de unas cuantas personas, se logró salvar a esta antigua raza de Spitz de caza. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suecia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–16 años Personalidad: Cariñoso / Alerta / Afable / Fuerte / Independiente / Inteligente / Leal / Seguro, - Necesita cuidados moderados - Necesita mucho ejercicio - Disfruta del entrenamiento,M (11-25 kg)
Spitz Finlandés,https://cdn.royalcanin-weshare-online.io/_fptwWoBIYfdNSoC2BjN/v1/bd192bl-hub-finnish-spitz-adult-standing?w=320&fm=jpg&auto=compress,"Los Spitzs Finlandeses cazan, principalmente, aves forestales, aves acuáticas y pequeñas alimañas, así como alces. Estos cazadores apasionados son bastante independientes, aunque trabajan en equipo, ladrando para indicar la presencia de la presa. Alegres, vigorosos, valientes y obstinados, pueden ser algo distantes con los extraños, pero nunca son agresivos. Son famosos por ser cariñosos con su familia humana, les encanta divertirse con ellos y siempre están listos para jugar. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Finlandia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Entusiasta / Independiente / Alegre / Seguro / Obstinado / Tímido, - Necesita cuidados moderados - Necesita poco entrenamiento - Un gran perro para una familia,M (11-25 kg)
Springer spaniel galés,https://cdn.royalcanin-weshare-online.io/emnEsmoBG95Xk-RBrPYj/v1/bd322bl-hub-welsh-springer-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Los springer spaniels galeses están mucho menos extendidos que sus primos ingleses, pero muchos expertos consideran que esta raza es la mezcla perfecta entre un perro de caza y un perro de exhibición. Se mueven con rapidez y decisión para atrapar faisanes y liebres en el agua, en tierra y entre la maleza y arbustos. Esta raza cumple todas las características para convertirse en una adorable mascota familiar: Leales y siempre en alerta, con una esperanza de vida superior a la media, una excelente salud y un pelaje que requiere pocos cuidados. Los springer spaniels galeses son excelentes compañeros tanto para niños como para adultos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Trabajador / Fuerte / Alegre / Afable / Seguro, - Necesita poco entrenamiento - Necesita mucho ejercicio - Requiere muchos cuidados,M (11-25 kg)
Springer spaniel inglés,https://cdn.royalcanin-weshare-online.io/KSLLHWsBaxEApS7Lex35/v1/bd60bl-hub-english-springer-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Los springer spaniels ingleses se utilizaron originalmente para buscar y levantar presas para red, halcón o sabuesos, pero en la actualidad se emplean para buscar, vaciar y recuperar.  Son perros cariñosos que se llevan bien con los niños y otros animales en el hogar y se adaptan fácilmente a cualquier entorno. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Afable / Seguro / Equilibrado / Alegre, - Un gran perro para una familia - Requiere muchos cuidados - Necesita poco entrenamiento,M (11-25 kg)
Staffordshire Bull Terrier,https://cdn.royalcanin-weshare-online.io/LyIxx2oBaxEApS7LjBye/v1/bd108bl-hub-staffordshire-bull-terrier-adult-standing?w=320&fm=jpg&auto=compress,"La raza recibe su nombre del Black Country, en Inglaterra, incluidas las zonas de Birmingham y Staffordshire. De cuerpo fuerte y musculoso y ojos inteligentes, la raza se ganó una reputación temprana como intimidante perro de peleas.  Sin embargo, cualquiera que conozca los Staffordshire Bull Terrier sabe que estos perros son animales sensibles y juguetones, muy apegados a sus familias. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Ágil / Inteligente / Cariñoso / Seguro / Leal, - Necesita mucho ejercicio - Jardín no esencial - Un gran perro para una familia,M (11-25 kg)
Sussex spaniel,https://cdn.royalcanin-weshare-online.io/hWnHsmoBG95Xk-RB_vam/v1/bd312bl-hub-sussex-spaniel-adult-standing?w=320&fm=jpg&auto=compress,"Los Sussex spaniels tienen una capacidad de trabajo innata, persiguiendo animales en entornos con densa vegetación. Además de mostrar un buen carácter con las personas y otros perros, su disposición tranquila y afable los convierte en excelentes perros de familia para propietarios activos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Alegre / Trabajador / Cariñoso, - Un gran perro para una familia - Necesita poco entrenamiento - Requiere muchos cuidados,M (11-25 kg)
Terrier Glen de Imaal Irlandés,https://cdn.royalcanin-weshare-online.io/jGnLsmoBG95Xk-RB7vZk/v1/bd201bl-hub-irish-glen-of-imaal-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Al igual que los demás terriers, estos pequeños y tenaces perros fueron criados para cazar tejones y zorros, y para mantener controlada la población de ratas. Con el tiempo, se han convertido en perros dóciles de familia, aunque la raza sigue siendo una de las menos comunes y conocidas. Si bien ocupan un lugar en la lista de razas nativas vulnerables del The Kennel Club, estos terriers pequeños y resistentes están resurgiendo lentamente, en gran parte gracias a su encanto natural y aptitud para la vida familiar. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 10–15 años Personalidad: Tranquilo / Dócil / Alegre / Ágil / Juguetón / Entusiasta / Leal / Cariñoso, - Necesita cuidados moderados - Necesita mucho ejercicio - Un gran perro para una familia,M (11-25 kg)
Terrier irlandés,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Su resistencia y su potencia son cualidades esenciales. El terrier irlandés es un perro bastante elegante y estilizado, lo cual sugiere ligereza de movimientos. Son trabajadores tenaces que pueden hacer casi cualquier cosa que se les pida: destacan como perros de granja, animales de compañía, perros guardianes y perros de caza. La reputación del terrier irlandés como animal problemático es inmerecida. Si bien estos perros pueden ser feroces cuando es necesario, son fáciles de adiestrar y dóciles compañeros, lo cual justifica su descripción inicial como ""el centinela de un pobre, el amigo del granjero y el favorito de los caballeros"". Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 12–16 años Personalidad: Inteligente / Seguro / Alegre / Juguetón / Leal / Equilibrado / Cariñoso, - Necesita cuidados moderados - Un gran perro para una familia - Necesita poco entrenamiento,M (11-25 kg)
Terrier irlandés de pelo suave,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Enérgicos y juguetones, de buen carácter, muy cariñosos, leales e increíblemente inteligentes, los terriers irlandeses de pelo suave son grandes amigos y maravillosos protectores, pero sin ser en absoluto agresivos. Estos perros pertenecen, probablemente, a la más antigua de las cuatro razas de terrier irlandés. Con ellos, podemos remontarnos al menos dos siglos, basándonos en documentos que mencionan perros ""de pelo suave"". La raza ha ido ganando popularidad poco a poco desde entonces, y ahora se ha extendido por todo el mundo, aunque la población general es bastante baja. Estos perros robustos, activos y de baja estatura tienen buena constitución en la medida en que dan la impresión de tener fuerza. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Equilibrado / Cariñoso / Leal / Inteligente / Protector, - Un gran perro guardián - Necesita cuidados moderados - Paciente con niños y otros animales,M (11-25 kg)
Terrier Tibetano,https://cdn.royalcanin-weshare-online.io/Rfozx2oBIYfdNSoCahly/v1/bd112bl-hub-tibetan-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Los Terrier Tibetanos son perros robustos y de tamaño mediano. Después de utilizarse durante siglos en su región natal, no como Terrier, sino como perros pastores, adquirieron la expresión obstinada de un perro de trabajo.  Los Terrier Tibetanos tienen instintos de pastoreo y conducción tan desarrollados que, cuando pasean con la familia, siempre se vuelven hacia el grupo para vigilar que todo esté bien. En términos de salud, la raza es muy fuerte. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Tíbet Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Alegre / Cariñoso / Leal / Afable / Seguro / Alerta / Inteligente / Juguetón, - Requiere muchos cuidados - Necesita poco entrenamiento - Un gran perro para una familia,M (11-25 kg)
Viringo peruano,https://cdn.royalcanin-weshare-online.io/ICIrx2oBaxEApS7LzRzQ/v1/bd92bl-hub-peruvian-hairless-dog-adult-standing?w=320&fm=jpg&auto=compress,"También conocido como perro sin pelo del Perú, estos perros destacan por su gran actividad y su estado de alerta; desconfían de los extraños, pero son increíblemente cariñosos con su familia. Los viringos peruanos son compañeros cariñosos y leales para cualquier hogar.  Debe tenerse cuidado con las mascotas más pequeñas que se tengan en casa; si por algo se conoce a estos perros es por su marcado instinto de caza que les haría ver a otros animales como presas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Perú Categoría de tamaño: Mediano Esperanza de vida promedio: 11–12 años Personalidad: Cariñoso / Alerta / Afable / Leal, - Un gran perro guardián - Requiere cuidados mínimos - Necesita ejercicio moderado,M (11-25 kg)
Welsh corgi Cardigan,https://cdn.royalcanin-weshare-online.io/1WkwHWsBG95Xk-RBnfiZ/v1/bd20bl-hub-welsh-corgi-cardigan-adult-standing?w=320&fm=jpg&auto=compress,"Los welsh corgi Cardigans son perros pequeños, alegres, activos, inteligentes y equilibrados. Su naturaleza tranquila los convierte en compañeros o perros de familia ideales.  Sin embargo, sus orígenes como perro de trabajo hace que necesiten más ejercicio de lo que cabría esperar de un perro de este tamaño, y por tanto es recomendable que tengan acceso regular al exterior. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Cariñoso / Alegre / Alerta / Afable / Fuerte / Inteligente / Leal / Sociable, - Disfruta del entrenamiento - Paciente con niños y otros animales - Gran compañero,M (11-25 kg)
Welsh Corgi Pembroke,https://cdn.royalcanin-weshare-online.io/0WksHWsBG95Xk-RBE_hw/v1/bd15bl-hub-welsh-corgi-pembroke-adult-standing?w=320&fm=jpg&auto=compress,"Los Welsh Corgi Pembrokes están más extendidos que los Cardigans. Con el tiempo, obtuvieron el apoyo real cuando el Rey Jorge VI le regaló un cachorro de Welsh Corgi Pembroke a su hija, la actual reina Isabel II, que continuó criando esta raza desde entonces.  Los perros de la raza Welsh Corgi Pembroke, ligeramente más pequeño que sus primos los Cardigans, son simpáticos y sociables, por lo que pueden resultar ideales como mascotas familiares o perros de compañía. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 11–13 años Personalidad: Alerta / Alegre / Seguro / Afable / Inteligente, - Necesita cuidados moderados - Requiere mucho entrenamiento - Jardín no esencial,M (11-25 kg)
